CNTYVTD,VTDKEY,AllredD_18P_U.S. Rep 32,MaternowskiD_18P_U.S. Rep 32,ShippD_18P_U.S. Rep 32,MarshallD_18P_U.S. Rep 32,SalernoD_18P_U.S. Rep 32,RodriguezD_18P_U.S. Rep 32,MeierD_18P_U.S. Rep 32,AllredD_18P_U.S. Rep 32_Percentage,MaternowskiD_18P_U.S. Rep 32_Percentage,ShippD_18P_U.S. Rep 32_Percentage,MarshallD_18P_U.S. Rep 32_Percentage,SalernoD_18P_U.S. Rep 32_Percentage,RodriguezD_18P_U.S. Rep 32_Percentage,MeierD_18P_U.S. Rep 32_Percentage
1132143,2339,8,1,3,2,4,1,0,0.42105263157894735,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.0
1132144,2340,62,6,24,3,50,12,25,0.34065934065934067,0.03296703296703297,0.13186813186813187,0.016483516483516484,0.27472527472527475,0.06593406593406594,0.13736263736263737
1132145,2341,72,10,25,5,37,21,20,0.37894736842105264,0.05263157894736842,0.13157894736842105,0.02631578947368421,0.19473684210526315,0.11052631578947368,0.10526315789473684
1132146,2342,58,7,15,6,41,26,18,0.3391812865497076,0.04093567251461988,0.08771929824561403,0.03508771929824561,0.23976608187134502,0.15204678362573099,0.10526315789473684
1132147,2343,154,5,48,4,52,8,46,0.48580441640378547,0.015772870662460567,0.15141955835962145,0.012618296529968454,0.1640378548895899,0.025236593059936908,0.14511041009463724
1132148,2344,28,3,15,3,30,10,20,0.25688073394495414,0.027522935779816515,0.13761467889908258,0.027522935779816515,0.27522935779816515,0.09174311926605505,0.1834862385321101
1132150,2346,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132151,2347,10,1,1,0,12,4,8,0.2777777777777778,0.027777777777777776,0.027777777777777776,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222
1132153,2349,70,4,24,2,32,11,28,0.4093567251461988,0.023391812865497075,0.14035087719298245,0.011695906432748537,0.1871345029239766,0.06432748538011696,0.16374269005847952
1132200,2352,52,1,14,1,14,0,22,0.5,0.009615384615384616,0.1346153846153846,0.009615384615384616,0.1346153846153846,0.0,0.21153846153846154
1132201,2353,65,2,18,0,17,4,24,0.5,0.015384615384615385,0.13846153846153847,0.0,0.13076923076923078,0.03076923076923077,0.18461538461538463
1132202,2354,58,2,21,0,12,6,32,0.44274809160305345,0.015267175572519083,0.16030534351145037,0.0,0.0916030534351145,0.04580152671755725,0.24427480916030533
1132203,2355,62,1,13,0,22,3,16,0.5299145299145299,0.008547008547008548,0.1111111111111111,0.0,0.18803418803418803,0.02564102564102564,0.13675213675213677
1132220,2356,48,0,8,0,13,5,18,0.5217391304347826,0.0,0.08695652173913043,0.0,0.14130434782608695,0.05434782608695652,0.1956521739130435
1132221,2357,118,1,27,2,18,4,34,0.5784313725490197,0.004901960784313725,0.1323529411764706,0.00980392156862745,0.08823529411764706,0.0196078431372549,0.16666666666666666
1132222,2358,85,5,14,1,24,6,46,0.4696132596685083,0.027624309392265192,0.07734806629834254,0.0055248618784530384,0.13259668508287292,0.03314917127071823,0.2541436464088398
1132223,2359,78,2,30,0,19,4,14,0.5306122448979592,0.013605442176870748,0.20408163265306123,0.0,0.1292517006802721,0.027210884353741496,0.09523809523809523
1132224,2360,71,4,17,1,20,8,32,0.46405228758169936,0.026143790849673203,0.1111111111111111,0.006535947712418301,0.13071895424836602,0.05228758169934641,0.20915032679738563
1132225,2361,43,0,12,1,24,3,20,0.4174757281553398,0.0,0.11650485436893204,0.009708737864077669,0.23300970873786409,0.02912621359223301,0.1941747572815534
1132226,2362,112,4,25,4,15,6,13,0.6256983240223464,0.0223463687150838,0.13966480446927373,0.0223463687150838,0.08379888268156424,0.0335195530726257,0.07262569832402235
1132500,2392,62,1,11,1,28,6,13,0.5081967213114754,0.00819672131147541,0.09016393442622951,0.00819672131147541,0.22950819672131148,0.04918032786885246,0.10655737704918032
1132501,2393,66,4,25,3,24,9,23,0.42857142857142855,0.025974025974025976,0.16233766233766234,0.01948051948051948,0.15584415584415584,0.05844155844155844,0.14935064935064934
1132502,2394,86,3,34,4,16,10,21,0.4942528735632184,0.017241379310344827,0.19540229885057472,0.022988505747126436,0.09195402298850575,0.05747126436781609,0.1206896551724138
1132503,2395,134,3,62,1,47,10,38,0.4542372881355932,0.010169491525423728,0.21016949152542372,0.003389830508474576,0.15932203389830507,0.03389830508474576,0.1288135593220339
1132504,2396,50,2,25,6,39,9,11,0.352112676056338,0.014084507042253521,0.176056338028169,0.04225352112676056,0.2746478873239437,0.06338028169014084,0.07746478873239436
1132505,2397,77,15,44,4,60,20,34,0.3031496062992126,0.05905511811023622,0.1732283464566929,0.015748031496062992,0.23622047244094488,0.07874015748031496,0.13385826771653545
1132506,2398,98,4,41,1,51,16,19,0.4260869565217391,0.017391304347826087,0.1782608695652174,0.004347826086956522,0.2217391304347826,0.06956521739130435,0.08260869565217391
1132507,2399,95,4,35,2,55,9,28,0.4166666666666667,0.017543859649122806,0.15350877192982457,0.008771929824561403,0.2412280701754386,0.039473684210526314,0.12280701754385964
1132508,2400,81,7,43,7,57,30,26,0.32270916334661354,0.027888446215139442,0.17131474103585656,0.027888446215139442,0.22709163346613545,0.11952191235059761,0.10358565737051793
1132509,2401,113,3,37,3,50,13,47,0.424812030075188,0.011278195488721804,0.13909774436090225,0.011278195488721804,0.18796992481203006,0.04887218045112782,0.17669172932330826
1132510,2402,65,5,43,8,31,15,18,0.35135135135135137,0.02702702702702703,0.23243243243243245,0.043243243243243246,0.16756756756756758,0.08108108108108109,0.0972972972972973
1132511,2403,74,2,41,5,34,13,26,0.37948717948717947,0.010256410256410256,0.21025641025641026,0.02564102564102564,0.17435897435897435,0.06666666666666667,0.13333333333333333
1132512,2404,46,11,36,5,21,7,18,0.3194444444444444,0.0763888888888889,0.25,0.034722222222222224,0.14583333333333334,0.04861111111111111,0.125
1132513,2405,111,9,49,9,56,26,39,0.3712374581939799,0.030100334448160536,0.16387959866220736,0.030100334448160536,0.18729096989966554,0.08695652173913043,0.13043478260869565
1132514,2406,97,3,42,8,52,17,50,0.36059479553903345,0.011152416356877323,0.15613382899628253,0.02973977695167286,0.19330855018587362,0.06319702602230483,0.18587360594795538
1132515,2407,30,2,13,0,19,1,8,0.410958904109589,0.0273972602739726,0.1780821917808219,0.0,0.2602739726027397,0.0136986301369863,0.1095890410958904
1132517,2408,64,10,35,14,38,23,32,0.2962962962962963,0.046296296296296294,0.16203703703703703,0.06481481481481481,0.17592592592592593,0.10648148148148148,0.14814814814814814
1132518,2409,65,4,59,11,45,16,52,0.25793650793650796,0.015873015873015872,0.23412698412698413,0.04365079365079365,0.17857142857142858,0.06349206349206349,0.20634920634920634
1132519,2410,126,7,29,3,47,19,26,0.490272373540856,0.027237354085603113,0.11284046692607004,0.011673151750972763,0.1828793774319066,0.07392996108949416,0.10116731517509728
1132520,2411,102,14,61,11,103,43,39,0.2734584450402145,0.03753351206434316,0.16353887399463807,0.029490616621983913,0.2761394101876676,0.11528150134048257,0.10455764075067024
1132521,2412,117,7,38,6,48,26,26,0.43656716417910446,0.026119402985074626,0.1417910447761194,0.022388059701492536,0.1791044776119403,0.09701492537313433,0.09701492537313433
1132523,2413,66,6,15,4,23,11,15,0.4714285714285714,0.04285714285714286,0.10714285714285714,0.02857142857142857,0.16428571428571428,0.07857142857142857,0.10714285714285714
1133000,2449,88,10,32,6,49,13,47,0.35918367346938773,0.04081632653061224,0.1306122448979592,0.024489795918367346,0.2,0.053061224489795916,0.19183673469387755
1133081,2530,63,1,40,3,19,11,37,0.3620689655172414,0.005747126436781609,0.22988505747126436,0.017241379310344827,0.10919540229885058,0.06321839080459771,0.21264367816091953
1133086,2535,91,10,40,6,44,7,59,0.3540856031128405,0.038910505836575876,0.1556420233463035,0.023346303501945526,0.17120622568093385,0.027237354085603113,0.22957198443579765
1133501,2613,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133701,2638,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133702,2639,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133960,2657,81,8,23,15,36,24,25,0.38207547169811323,0.03773584905660377,0.10849056603773585,0.07075471698113207,0.16981132075471697,0.11320754716981132,0.1179245283018868
1133961,2658,63,4,21,6,34,30,13,0.3684210526315789,0.023391812865497075,0.12280701754385964,0.03508771929824561,0.19883040935672514,0.17543859649122806,0.07602339181286549
1133962,2659,103,6,46,20,49,32,27,0.36395759717314485,0.02120141342756184,0.1625441696113074,0.0706713780918728,0.17314487632508835,0.11307420494699646,0.09540636042402827
1133963,2660,53,6,17,11,33,17,16,0.3464052287581699,0.0392156862745098,0.1111111111111111,0.0718954248366013,0.21568627450980393,0.1111111111111111,0.10457516339869281
1133964,2661,69,2,23,10,17,16,17,0.44805194805194803,0.012987012987012988,0.14935064935064934,0.06493506493506493,0.11038961038961038,0.1038961038961039,0.11038961038961038
1133965,2662,72,6,31,18,42,38,27,0.3076923076923077,0.02564102564102564,0.13247863247863248,0.07692307692307693,0.1794871794871795,0.1623931623931624,0.11538461538461539
1133966,2663,94,4,43,20,44,24,30,0.36293436293436293,0.015444015444015444,0.16602316602316602,0.07722007722007722,0.16988416988416988,0.09266409266409266,0.11583011583011583
1133967,2664,27,1,22,4,19,8,13,0.2872340425531915,0.010638297872340425,0.23404255319148937,0.0425531914893617,0.20212765957446807,0.0851063829787234,0.13829787234042554
1133968,2665,72,5,48,8,42,29,36,0.3,0.020833333333333332,0.2,0.03333333333333333,0.175,0.12083333333333333,0.15
1133969,2666,67,5,27,15,29,18,18,0.3743016759776536,0.027932960893854747,0.15083798882681565,0.08379888268156424,0.16201117318435754,0.1005586592178771,0.1005586592178771
1133970,2667,75,6,44,13,44,24,26,0.3232758620689655,0.02586206896551724,0.1896551724137931,0.05603448275862069,0.1896551724137931,0.10344827586206896,0.11206896551724138
1133971,2668,40,0,19,10,17,12,15,0.35398230088495575,0.0,0.168141592920354,0.08849557522123894,0.1504424778761062,0.10619469026548672,0.13274336283185842
1133980,2669,47,10,28,12,41,18,31,0.25133689839572193,0.053475935828877004,0.1497326203208556,0.06417112299465241,0.2192513368983957,0.0962566844919786,0.1657754010695187
1133981,2670,13,2,20,4,10,3,8,0.21666666666666667,0.03333333333333333,0.3333333333333333,0.06666666666666667,0.16666666666666666,0.05,0.13333333333333333
1133982,2671,55,5,24,9,28,10,20,0.36423841059602646,0.033112582781456956,0.15894039735099338,0.059602649006622516,0.18543046357615894,0.06622516556291391,0.13245033112582782
1133983,2672,33,2,18,4,16,8,13,0.35106382978723405,0.02127659574468085,0.19148936170212766,0.0425531914893617,0.1702127659574468,0.0851063829787234,0.13829787234042554
1133984,2673,19,4,14,4,12,7,10,0.2714285714285714,0.05714285714285714,0.2,0.05714285714285714,0.17142857142857143,0.1,0.14285714285714285
1134014,2688,97,4,41,3,55,8,43,0.38645418326693226,0.01593625498007968,0.16334661354581673,0.01195219123505976,0.21912350597609562,0.03187250996015936,0.17131474103585656
1134018,2692,77,2,16,3,17,8,14,0.5620437956204379,0.014598540145985401,0.11678832116788321,0.021897810218978103,0.12408759124087591,0.058394160583941604,0.10218978102189781
1134020,2694,18,0,14,1,13,24,17,0.20689655172413793,0.0,0.16091954022988506,0.011494252873563218,0.14942528735632185,0.27586206896551724,0.19540229885057472
1134021,2695,131,14,72,16,74,44,51,0.32587064676616917,0.03482587064676617,0.1791044776119403,0.03980099502487562,0.18407960199004975,0.10945273631840796,0.12686567164179105
1134100,2770,2,0,1,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1134126,2788,115,1,23,3,21,5,22,0.6052631578947368,0.005263157894736842,0.12105263157894737,0.015789473684210527,0.11052631578947368,0.02631578947368421,0.11578947368421053
1134127,2789,19,0,7,0,4,5,9,0.4318181818181818,0.0,0.1590909090909091,0.0,0.09090909090909091,0.11363636363636363,0.20454545454545456
1134128,2790,70,1,14,2,15,4,15,0.5785123966942148,0.008264462809917356,0.11570247933884298,0.01652892561983471,0.12396694214876033,0.03305785123966942,0.12396694214876033
1134129,2791,52,1,18,2,24,9,30,0.38235294117647056,0.007352941176470588,0.1323529411764706,0.014705882352941176,0.17647058823529413,0.0661764705882353,0.22058823529411764
1134131,2793,93,10,52,13,53,34,40,0.3152542372881356,0.03389830508474576,0.17627118644067796,0.04406779661016949,0.17966101694915254,0.1152542372881356,0.13559322033898305
