CNTYVTD,VTDKEY,CrockettD_22P_U.S. Rep 30,DixonD_22P_U.S. Rep 30,HamiltonD_22P_U.S. Rep 30,Jones HillD_22P_U.S. Rep 30,LankfordD_22P_U.S. Rep 30,CarawayD_22P_U.S. Rep 30,MasonD_22P_U.S. Rep 30,MulughetaD_22P_U.S. Rep 30,WilliamsD_22P_U.S. Rep 30,CrockettD_22P_U.S. Rep 30_Percentage,DixonD_22P_U.S. Rep 30_Percentage,HamiltonD_22P_U.S. Rep 30_Percentage,Jones HillD_22P_U.S. Rep 30_Percentage,LankfordD_22P_U.S. Rep 30_Percentage,CarawayD_22P_U.S. Rep 30_Percentage,MasonD_22P_U.S. Rep 30_Percentage,MulughetaD_22P_U.S. Rep 30_Percentage,WilliamsD_22P_U.S. Rep 30_Percentage
113306,2553,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133100,2554,193,8,56,13,41,26,4,40,15,0.48737373737373735,0.020202020202020204,0.1414141414141414,0.03282828282828283,0.10353535353535354,0.06565656565656566,0.010101010101010102,0.10101010101010101,0.03787878787878788
1133101,2555,77,1,14,8,19,11,3,14,13,0.48125,0.00625,0.0875,0.05,0.11875,0.06875,0.01875,0.0875,0.08125
1133102,2556,154,6,63,14,38,15,16,25,27,0.4301675977653631,0.01675977653631285,0.17597765363128492,0.03910614525139665,0.10614525139664804,0.04189944134078212,0.0446927374301676,0.06983240223463687,0.07541899441340782
1133103,2557,275,7,91,17,51,43,11,18,20,0.5159474671669794,0.013133208255159476,0.17073170731707318,0.03189493433395872,0.09568480300187618,0.08067542213883677,0.020637898686679174,0.03377110694183865,0.0375234521575985
1133104,2558,188,2,72,15,54,30,10,26,16,0.4552058111380145,0.004842615012106538,0.17433414043583534,0.03631961259079903,0.13075060532687652,0.07263922518159806,0.024213075060532687,0.06295399515738499,0.0387409200968523
1133105,2559,188,3,83,13,37,14,7,24,24,0.47837150127226463,0.007633587786259542,0.21119592875318066,0.03307888040712468,0.09414758269720101,0.035623409669211195,0.017811704834605598,0.061068702290076333,0.061068702290076333
1133106,2560,257,7,58,16,56,35,15,35,28,0.5069033530571992,0.013806706114398421,0.11439842209072978,0.03155818540433925,0.11045364891518737,0.06903353057199212,0.029585798816568046,0.06903353057199212,0.055226824457593686
1133107,2561,216,3,82,11,52,29,11,39,28,0.4585987261146497,0.006369426751592357,0.1740976645435244,0.02335456475583864,0.11040339702760085,0.06157112526539278,0.02335456475583864,0.08280254777070063,0.059447983014861996
1133108,2562,108,2,52,6,22,15,13,16,15,0.43373493975903615,0.008032128514056224,0.20883534136546184,0.024096385542168676,0.08835341365461848,0.060240963855421686,0.05220883534136546,0.0642570281124498,0.060240963855421686
1133109,2563,236,4,92,16,40,18,11,43,19,0.49269311064718163,0.008350730688935281,0.19206680584551147,0.033402922755741124,0.08350730688935282,0.037578288100208766,0.022964509394572025,0.08977035490605428,0.03966597077244259
1133110,2564,291,7,98,8,60,39,10,43,30,0.49658703071672355,0.011945392491467578,0.16723549488054607,0.013651877133105802,0.10238907849829351,0.06655290102389079,0.017064846416382253,0.07337883959044368,0.051194539249146756
1133111,2565,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133112,2566,0,1,8,0,0,0,0,0,0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
1133113,2567,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1133114,2568,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133115,2569,173,2,76,11,48,26,7,17,19,0.45646437994722955,0.005277044854881266,0.20052770448548812,0.029023746701846966,0.1266490765171504,0.06860158311345646,0.018469656992084433,0.044854881266490766,0.05013192612137203
1133117,2571,1,0,1,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1133119,2572,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113314,2573,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113315,2574,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133200,2575,179,8,70,14,25,24,8,38,29,0.4531645569620253,0.020253164556962026,0.17721518987341772,0.035443037974683546,0.06329113924050633,0.060759493670886074,0.020253164556962026,0.09620253164556962,0.07341772151898734
1133201,2576,95,2,30,10,14,16,5,20,7,0.47738693467336685,0.010050251256281407,0.1507537688442211,0.05025125628140704,0.07035175879396985,0.08040201005025126,0.02512562814070352,0.10050251256281408,0.035175879396984924
1133202,2577,172,0,67,11,30,32,7,45,15,0.45382585751978893,0.0,0.17678100263852242,0.029023746701846966,0.079155672823219,0.08443271767810026,0.018469656992084433,0.11873350923482849,0.0395778364116095
1133203,2578,112,4,62,15,23,16,5,28,13,0.4028776978417266,0.014388489208633094,0.22302158273381295,0.0539568345323741,0.08273381294964029,0.05755395683453238,0.017985611510791366,0.10071942446043165,0.046762589928057555
1133204,2579,94,4,48,4,16,20,11,21,16,0.4017094017094017,0.017094017094017096,0.20512820512820512,0.017094017094017096,0.06837606837606838,0.08547008547008547,0.04700854700854701,0.08974358974358974,0.06837606837606838
1133205,2580,143,0,61,12,21,14,10,18,13,0.4897260273972603,0.0,0.2089041095890411,0.0410958904109589,0.07191780821917808,0.04794520547945205,0.03424657534246575,0.06164383561643835,0.04452054794520548
1133206,2581,136,7,57,13,23,23,8,24,12,0.44884488448844884,0.0231023102310231,0.18811881188118812,0.0429042904290429,0.07590759075907591,0.07590759075907591,0.026402640264026403,0.07920792079207921,0.039603960396039604
1133207,2582,108,1,48,4,23,18,14,14,11,0.44813278008298757,0.004149377593360996,0.1991701244813278,0.016597510373443983,0.0954356846473029,0.07468879668049792,0.058091286307053944,0.058091286307053944,0.04564315352697095
1133208,2583,78,1,50,4,10,13,8,9,13,0.41935483870967744,0.005376344086021506,0.26881720430107525,0.021505376344086023,0.053763440860215055,0.06989247311827956,0.043010752688172046,0.04838709677419355,0.06989247311827956
1133209,2584,11,1,1,2,1,1,1,2,0,0.55,0.05,0.05,0.1,0.05,0.05,0.05,0.1,0.0
1133210,2585,88,5,48,4,21,17,8,12,11,0.411214953271028,0.02336448598130841,0.22429906542056074,0.018691588785046728,0.09813084112149532,0.0794392523364486,0.037383177570093455,0.056074766355140186,0.0514018691588785
1133211,2586,33,1,8,0,6,7,1,5,3,0.515625,0.015625,0.125,0.0,0.09375,0.109375,0.015625,0.078125,0.046875
113320,2587,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113321,2588,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113321,2589,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113320,2590,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113321,2591,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133600,2616,226,5,94,17,26,45,15,30,25,0.46790890269151136,0.010351966873706004,0.19461697722567287,0.035196687370600416,0.053830227743271224,0.09316770186335403,0.031055900621118012,0.062111801242236024,0.051759834368530024
1133601,2617,280,5,122,26,41,43,10,38,24,0.47538200339558573,0.008488964346349746,0.2071307300509338,0.044142614601018676,0.06960950764006792,0.0730050933786078,0.01697792869269949,0.06451612903225806,0.04074702886247878
1133602,2618,93,0,47,9,14,11,5,16,10,0.45365853658536587,0.0,0.22926829268292684,0.04390243902439024,0.06829268292682927,0.05365853658536585,0.024390243902439025,0.07804878048780488,0.04878048780487805
1133603,2619,45,1,17,3,3,8,2,4,2,0.5294117647058824,0.011764705882352941,0.2,0.03529411764705882,0.03529411764705882,0.09411764705882353,0.023529411764705882,0.047058823529411764,0.023529411764705882
1133604,2620,251,4,99,28,39,68,15,41,28,0.43804537521815007,0.006980802792321117,0.17277486910994763,0.04886561954624782,0.06806282722513089,0.11867364746945899,0.02617801047120419,0.07155322862129145,0.04886561954624782
1133605,2621,185,4,51,12,19,40,8,24,26,0.5013550135501355,0.01084010840108401,0.13821138211382114,0.032520325203252036,0.051490514905149054,0.10840108401084012,0.02168021680216802,0.06504065040650407,0.07046070460704607
1133606,2622,250,7,116,19,36,57,12,29,28,0.45126353790613716,0.01263537906137184,0.20938628158844766,0.03429602888086643,0.06498194945848375,0.10288808664259928,0.021660649819494584,0.052346570397111915,0.05054151624548736
1133607,2623,506,8,155,37,80,64,12,121,69,0.48098859315589354,0.0076045627376425855,0.1473384030418251,0.03517110266159696,0.07604562737642585,0.060836501901140684,0.011406844106463879,0.1150190114068441,0.0655893536121673
1133608,2624,420,5,139,28,65,64,9,60,59,0.49469964664310956,0.005889281507656066,0.16372202591283863,0.03297997644287397,0.07656065959952886,0.07538280329799764,0.01060070671378092,0.0706713780918728,0.06949352179034157
1133609,2625,351,8,106,25,51,54,10,48,30,0.513909224011713,0.01171303074670571,0.15519765739385066,0.036603221083455345,0.0746705710102489,0.07906295754026355,0.014641288433382138,0.07027818448023426,0.043923865300146414
1133610,2626,23,3,20,1,1,1,1,6,4,0.38333333333333336,0.05,0.3333333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.1,0.06666666666666667
1133611,2627,77,0,27,8,20,18,3,9,14,0.4375,0.0,0.1534090909090909,0.045454545454545456,0.11363636363636363,0.10227272727272728,0.017045454545454544,0.05113636363636364,0.07954545454545454
1133612,2628,328,5,154,31,57,63,14,52,35,0.4438430311231394,0.006765899864682003,0.2083897158322057,0.04194857916102842,0.07713125845737483,0.08525033829499323,0.018944519621109608,0.07036535859269283,0.04736129905277402
1133613,2629,40,1,12,5,6,14,1,7,3,0.449438202247191,0.011235955056179775,0.1348314606741573,0.056179775280898875,0.06741573033707865,0.15730337078651685,0.011235955056179775,0.07865168539325842,0.033707865168539325
1133614,2630,74,2,40,4,10,9,2,6,10,0.4713375796178344,0.012738853503184714,0.25477707006369427,0.025477707006369428,0.06369426751592357,0.05732484076433121,0.012738853503184714,0.03821656050955414,0.06369426751592357
1133615,2631,263,6,91,11,42,44,7,36,26,0.5,0.011406844106463879,0.17300380228136883,0.02091254752851711,0.07984790874524715,0.08365019011406843,0.013307984790874524,0.06844106463878327,0.049429657794676805
1133616,2632,85,1,11,3,8,9,2,6,5,0.6538461538461539,0.007692307692307693,0.08461538461538462,0.023076923076923078,0.06153846153846154,0.06923076923076923,0.015384615384615385,0.046153846153846156,0.038461538461538464
1133617,2633,247,2,77,15,45,38,17,39,22,0.49203187250996017,0.00398406374501992,0.15338645418326693,0.029880478087649404,0.08964143426294821,0.07569721115537849,0.03386454183266932,0.07768924302788845,0.043824701195219126
1133618,2634,69,0,22,2,16,14,3,10,8,0.4791666666666667,0.0,0.1527777777777778,0.013888888888888888,0.1111111111111111,0.09722222222222222,0.020833333333333332,0.06944444444444445,0.05555555555555555
1133619,2635,2,0,3,0,1,2,1,2,0,0.18181818181818182,0.0,0.2727272727272727,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0
1133620,2636,163,3,64,7,23,20,9,15,20,0.5030864197530864,0.009259259259259259,0.19753086419753085,0.021604938271604937,0.07098765432098765,0.06172839506172839,0.027777777777777776,0.046296296296296294,0.06172839506172839
1133621,2637,58,3,34,8,8,13,2,12,5,0.40559440559440557,0.02097902097902098,0.23776223776223776,0.055944055944055944,0.055944055944055944,0.09090909090909091,0.013986013986013986,0.08391608391608392,0.03496503496503497
1133800,2640,453,8,109,23,92,65,16,48,50,0.5243055555555556,0.009259259259259259,0.1261574074074074,0.02662037037037037,0.10648148148148148,0.07523148148148148,0.018518518518518517,0.05555555555555555,0.05787037037037037
1133801,2641,14,0,4,0,4,0,2,3,3,0.4666666666666667,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.06666666666666667,0.1,0.1
1133802,2642,305,6,140,26,51,88,12,30,38,0.4382183908045977,0.008620689655172414,0.20114942528735633,0.03735632183908046,0.07327586206896551,0.12643678160919541,0.017241379310344827,0.04310344827586207,0.05459770114942529
1133803,2643,292,4,115,17,53,47,11,24,42,0.4826446280991736,0.006611570247933884,0.19008264462809918,0.02809917355371901,0.08760330578512397,0.07768595041322314,0.01818181818181818,0.03966942148760331,0.06942148760330578
1133805,2644,433,6,151,27,70,79,24,42,56,0.48761261261261263,0.006756756756756757,0.17004504504504506,0.030405405405405407,0.07882882882882883,0.08896396396396396,0.02702702702702703,0.0472972972972973,0.06306306306306306
1133806,2645,107,3,20,9,13,20,3,10,8,0.5544041450777202,0.015544041450777202,0.10362694300518134,0.046632124352331605,0.06735751295336788,0.10362694300518134,0.015544041450777202,0.05181347150259067,0.04145077720207254
1133807,2646,221,8,79,12,36,32,13,18,41,0.48043478260869565,0.017391304347826087,0.17173913043478262,0.02608695652173913,0.0782608695652174,0.06956521739130435,0.02826086956521739,0.0391304347826087,0.0891304347826087
1133808,2647,243,13,70,15,60,49,14,33,41,0.4516728624535316,0.024163568773234202,0.13011152416356878,0.027881040892193308,0.11152416356877323,0.09107806691449814,0.026022304832713755,0.06133828996282528,0.0762081784386617
1133809,2648,21,1,16,0,4,5,2,4,2,0.38181818181818183,0.01818181818181818,0.2909090909090909,0.0,0.07272727272727272,0.09090909090909091,0.03636363636363636,0.07272727272727272,0.03636363636363636
1133900,2649,220,3,82,8,46,35,9,18,23,0.4954954954954955,0.006756756756756757,0.18468468468468469,0.018018018018018018,0.1036036036036036,0.07882882882882883,0.02027027027027027,0.04054054054054054,0.0518018018018018
1133922,2652,5,0,1,0,1,0,0,1,0,0.625,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.0
1133940,2653,112,3,22,3,13,20,3,5,19,0.56,0.015,0.11,0.015,0.065,0.1,0.015,0.025,0.095
1133950,2654,115,3,45,2,34,16,4,9,13,0.47717842323651455,0.012448132780082987,0.18672199170124482,0.008298755186721992,0.14107883817427386,0.06639004149377593,0.016597510373443983,0.03734439834024896,0.05394190871369295
1133951,2655,260,5,72,16,45,36,6,33,19,0.5284552845528455,0.01016260162601626,0.14634146341463414,0.032520325203252036,0.09146341463414634,0.07317073170731707,0.012195121951219513,0.06707317073170732,0.03861788617886179
1133952,2656,12,0,3,0,0,2,1,2,0,0.6,0.0,0.15,0.0,0.0,0.1,0.05,0.1,0.0
1134015,2689,111,8,47,8,33,11,7,26,6,0.43190661478599224,0.0311284046692607,0.1828793774319066,0.0311284046692607,0.12840466926070038,0.042801556420233464,0.027237354085603113,0.10116731517509728,0.023346303501945526
1134016,2690,115,6,47,6,12,18,8,41,13,0.4323308270676692,0.022556390977443608,0.17669172932330826,0.022556390977443608,0.045112781954887216,0.06766917293233082,0.03007518796992481,0.15413533834586465,0.04887218045112782
1134017,2691,39,0,11,2,5,4,6,5,1,0.5342465753424658,0.0,0.1506849315068493,0.0273972602739726,0.0684931506849315,0.0547945205479452,0.0821917808219178,0.0684931506849315,0.0136986301369863
1134018,2692,66,4,28,4,13,5,3,8,2,0.49624060150375937,0.03007518796992481,0.21052631578947367,0.03007518796992481,0.09774436090225563,0.03759398496240601,0.022556390977443608,0.06015037593984962,0.015037593984962405
1134019,2693,146,8,32,7,22,14,11,14,5,0.5637065637065637,0.03088803088803089,0.12355212355212356,0.02702702702702703,0.08494208494208494,0.05405405405405406,0.04247104247104247,0.05405405405405406,0.019305019305019305
1134020,2694,28,1,6,0,8,2,9,10,3,0.417910447761194,0.014925373134328358,0.08955223880597014,0.0,0.11940298507462686,0.029850746268656716,0.13432835820895522,0.14925373134328357,0.04477611940298507
1134021,2695,175,9,67,7,31,15,14,34,13,0.4794520547945205,0.024657534246575342,0.18356164383561643,0.019178082191780823,0.08493150684931507,0.0410958904109589,0.038356164383561646,0.09315068493150686,0.03561643835616438
1134022,2696,57,2,10,3,12,5,11,7,7,0.5,0.017543859649122806,0.08771929824561403,0.02631578947368421,0.10526315789473684,0.043859649122807015,0.09649122807017543,0.06140350877192982,0.06140350877192982
1134023,2697,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134024,2698,89,3,36,4,7,11,9,11,5,0.5085714285714286,0.017142857142857144,0.2057142857142857,0.022857142857142857,0.04,0.06285714285714286,0.05142857142857143,0.06285714285714286,0.02857142857142857
1134033,2706,79,4,6,2,15,4,15,11,2,0.572463768115942,0.028985507246376812,0.043478260869565216,0.014492753623188406,0.10869565217391304,0.028985507246376812,0.10869565217391304,0.07971014492753623,0.014492753623188406
1134035,2707,90,0,49,4,10,13,10,22,7,0.43902439024390244,0.0,0.23902439024390243,0.01951219512195122,0.04878048780487805,0.06341463414634146,0.04878048780487805,0.1073170731707317,0.03414634146341464
1134038,2710,162,1,39,6,14,29,12,18,14,0.5491525423728814,0.003389830508474576,0.13220338983050847,0.020338983050847456,0.04745762711864407,0.09830508474576272,0.04067796610169491,0.061016949152542375,0.04745762711864407
1134039,2711,27,0,10,2,3,10,3,1,8,0.421875,0.0,0.15625,0.03125,0.046875,0.15625,0.046875,0.015625,0.125
1134040,2712,49,0,17,3,5,14,1,7,3,0.494949494949495,0.0,0.1717171717171717,0.030303030303030304,0.050505050505050504,0.1414141414141414,0.010101010101010102,0.0707070707070707,0.030303030303030304
1134041,2713,35,0,6,1,3,13,2,4,1,0.5384615384615384,0.0,0.09230769230769231,0.015384615384615385,0.046153846153846156,0.2,0.03076923076923077,0.06153846153846154,0.015384615384615385
1134047,2717,43,1,12,3,4,12,2,4,7,0.48863636363636365,0.011363636363636364,0.13636363636363635,0.03409090909090909,0.045454545454545456,0.13636363636363635,0.022727272727272728,0.045454545454545456,0.07954545454545454
1134048,2718,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134049,2719,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134050,2720,330,8,95,16,49,31,28,48,24,0.5246422893481717,0.012718600953895072,0.151033386327504,0.025437201907790145,0.07790143084260731,0.0492845786963434,0.04451510333863275,0.07631160572337042,0.03815580286168521
1134051,2721,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134052,2722,213,5,75,9,45,38,21,25,21,0.47123893805309736,0.011061946902654867,0.16592920353982302,0.01991150442477876,0.09955752212389381,0.084070796460177,0.046460176991150445,0.05530973451327434,0.046460176991150445
1134079,2748,305,10,198,21,37,28,36,172,17,0.37014563106796117,0.012135922330097087,0.24029126213592233,0.025485436893203883,0.044902912621359224,0.03398058252427184,0.043689320388349516,0.2087378640776699,0.02063106796116505
1134080,2749,34,0,26,2,1,6,5,36,4,0.2982456140350877,0.0,0.22807017543859648,0.017543859649122806,0.008771929824561403,0.05263157894736842,0.043859649122807015,0.3157894736842105,0.03508771929824561
1134093,2761,8,0,1,0,0,0,1,0,1,0.7272727272727273,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091
113403,2769,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134100,2770,1,0,1,0,1,0,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1134110,2775,51,2,23,10,3,20,4,1,5,0.42857142857142855,0.01680672268907563,0.19327731092436976,0.08403361344537816,0.025210084033613446,0.16806722689075632,0.03361344537815126,0.008403361344537815,0.04201680672268908
1134112,2777,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134115,2780,31,1,16,0,2,1,2,6,2,0.5081967213114754,0.01639344262295082,0.26229508196721313,0.0,0.03278688524590164,0.01639344262295082,0.03278688524590164,0.09836065573770492,0.03278688524590164
1134116,2781,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134117,2782,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1134119,2784,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134122,2786,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134131,2793,83,4,21,5,17,1,17,4,3,0.535483870967742,0.025806451612903226,0.13548387096774195,0.03225806451612903,0.10967741935483871,0.0064516129032258064,0.10967741935483871,0.025806451612903226,0.01935483870967742
1134135,2794,62,3,8,5,10,9,14,8,7,0.49206349206349204,0.023809523809523808,0.06349206349206349,0.03968253968253968,0.07936507936507936,0.07142857142857142,0.1111111111111111,0.06349206349206349,0.05555555555555555
1134141,2795,12,1,8,0,2,1,0,3,2,0.41379310344827586,0.034482758620689655,0.27586206896551724,0.0,0.06896551724137931,0.034482758620689655,0.0,0.10344827586206896,0.06896551724137931
1134143,2796,2,0,0,0,4,0,2,0,0,0.25,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0
1134145,2797,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134161,2803,35,1,12,1,5,7,6,4,7,0.44871794871794873,0.01282051282051282,0.15384615384615385,0.01282051282051282,0.0641025641025641,0.08974358974358974,0.07692307692307693,0.05128205128205128,0.08974358974358974
1134166,2804,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134500,2807,144,7,26,4,21,11,7,14,17,0.5737051792828686,0.027888446215139442,0.10358565737051793,0.01593625498007968,0.08366533864541832,0.043824701195219126,0.027888446215139442,0.055776892430278883,0.06772908366533864
1134501,2808,93,6,34,4,14,12,9,14,19,0.45365853658536587,0.02926829268292683,0.16585365853658537,0.01951219512195122,0.06829268292682927,0.05853658536585366,0.04390243902439024,0.06829268292682927,0.09268292682926829
1134502,2809,211,4,53,6,28,24,15,11,26,0.5582010582010583,0.010582010582010581,0.1402116402116402,0.015873015873015872,0.07407407407407407,0.06349206349206349,0.03968253968253968,0.0291005291005291,0.06878306878306878
1134503,2810,232,7,44,8,38,19,20,23,16,0.5700245700245701,0.0171990171990172,0.10810810810810811,0.019656019656019656,0.09336609336609336,0.04668304668304668,0.04914004914004914,0.056511056511056514,0.03931203931203931
1134504,2811,42,3,19,6,5,8,5,2,6,0.4375,0.03125,0.19791666666666666,0.0625,0.052083333333333336,0.08333333333333333,0.052083333333333336,0.020833333333333332,0.0625
1134505,2812,60,2,22,1,10,11,9,14,13,0.4225352112676056,0.014084507042253521,0.15492957746478872,0.007042253521126761,0.07042253521126761,0.07746478873239436,0.06338028169014084,0.09859154929577464,0.09154929577464789
1134506,2813,35,0,9,1,7,2,8,4,5,0.49295774647887325,0.0,0.1267605633802817,0.014084507042253521,0.09859154929577464,0.028169014084507043,0.11267605633802817,0.056338028169014086,0.07042253521126761
1134509,2816,32,2,9,2,6,6,7,3,5,0.4444444444444444,0.027777777777777776,0.125,0.027777777777777776,0.08333333333333333,0.08333333333333333,0.09722222222222222,0.041666666666666664,0.06944444444444445
1134519,2826,239,6,46,7,43,20,19,16,33,0.5571095571095571,0.013986013986013986,0.10722610722610723,0.016317016317016316,0.10023310023310024,0.046620046620046623,0.04428904428904429,0.037296037296037296,0.07692307692307693
1134520,2827,34,3,7,2,2,6,6,4,6,0.4857142857142857,0.04285714285714286,0.1,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.08571428571428572
1134521,2828,181,1,54,10,32,23,30,22,27,0.4763157894736842,0.002631578947368421,0.14210526315789473,0.02631578947368421,0.08421052631578947,0.060526315789473685,0.07894736842105263,0.05789473684210526,0.07105263157894737
1134522,2829,195,3,49,4,46,24,14,11,29,0.52,0.008,0.13066666666666665,0.010666666666666666,0.12266666666666666,0.064,0.037333333333333336,0.029333333333333333,0.07733333333333334
1134523,2830,61,2,24,2,13,2,1,5,4,0.5350877192982456,0.017543859649122806,0.21052631578947367,0.017543859649122806,0.11403508771929824,0.017543859649122806,0.008771929824561403,0.043859649122807015,0.03508771929824561
1134525,2831,36,2,13,1,8,3,10,7,5,0.4235294117647059,0.023529411764705882,0.15294117647058825,0.011764705882352941,0.09411764705882353,0.03529411764705882,0.11764705882352941,0.08235294117647059,0.058823529411764705
1134528,2833,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134529,2834,48,0,11,4,8,1,2,3,5,0.5853658536585366,0.0,0.13414634146341464,0.04878048780487805,0.0975609756097561,0.012195121951219513,0.024390243902439025,0.036585365853658534,0.06097560975609756
1134536,2841,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134537,2842,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
1134538,2843,23,2,6,0,3,2,3,2,3,0.5227272727272727,0.045454545454545456,0.13636363636363635,0.0,0.06818181818181818,0.045454545454545456,0.06818181818181818,0.045454545454545456,0.06818181818181818
1134539,2844,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134541,2845,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134542,2846,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4392002,8127,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4392275,8179,44,1,12,1,9,9,1,4,5,0.5116279069767442,0.011627906976744186,0.13953488372093023,0.011627906976744186,0.10465116279069768,0.10465116279069768,0.011627906976744186,0.046511627906976744,0.05813953488372093
4392299,8182,112,0,53,5,26,3,10,3,10,0.5045045045045045,0.0,0.23873873873873874,0.02252252252252252,0.11711711711711711,0.013513513513513514,0.04504504504504504,0.013513513513513514,0.04504504504504504
4392302,8183,56,2,6,1,15,8,2,5,3,0.5714285714285714,0.02040816326530612,0.061224489795918366,0.01020408163265306,0.15306122448979592,0.08163265306122448,0.02040816326530612,0.05102040816326531,0.030612244897959183
4392349,8201,100,2,25,6,24,10,4,5,9,0.5405405405405406,0.010810810810810811,0.13513513513513514,0.032432432432432434,0.12972972972972974,0.05405405405405406,0.021621621621621623,0.02702702702702703,0.04864864864864865
4392379,8209,209,3,29,9,40,15,7,17,16,0.6057971014492753,0.008695652173913044,0.08405797101449275,0.02608695652173913,0.11594202898550725,0.043478260869565216,0.020289855072463767,0.04927536231884058,0.0463768115942029
4392381,8210,23,2,5,0,4,2,1,0,2,0.5897435897435898,0.05128205128205128,0.1282051282051282,0.0,0.10256410256410256,0.05128205128205128,0.02564102564102564,0.0,0.05128205128205128
4392438,8224,132,0,24,4,33,15,8,3,14,0.5665236051502146,0.0,0.10300429184549356,0.017167381974248927,0.14163090128755365,0.06437768240343347,0.034334763948497854,0.012875536480686695,0.060085836909871244
4392466,8234,75,2,11,4,12,7,11,1,4,0.5905511811023622,0.015748031496062992,0.08661417322834646,0.031496062992125984,0.09448818897637795,0.05511811023622047,0.08661417322834646,0.007874015748031496,0.031496062992125984
4392484,8238,120,3,18,9,21,14,8,3,11,0.5797101449275363,0.014492753623188406,0.08695652173913043,0.043478260869565216,0.10144927536231885,0.06763285024154589,0.03864734299516908,0.014492753623188406,0.05314009661835749
