CNTYVTD,VTDKEY,DavisR_22P_U.S. Rep 32,DayR_22P_U.S. Rep 32,NamdarR_22P_U.S. Rep 32,OkpaR_22P_U.S. Rep 32,SwadR_22P_U.S. Rep 32,WebbR_22P_U.S. Rep 32,DavisR_22P_U.S. Rep 32_Percentage,DayR_22P_U.S. Rep 32_Percentage,NamdarR_22P_U.S. Rep 32_Percentage,OkpaR_22P_U.S. Rep 32_Percentage,SwadR_22P_U.S. Rep 32_Percentage,WebbR_22P_U.S. Rep 32_Percentage
1132523,2413,9,3,8,6,16,10,0.17307692307692307,0.057692307692307696,0.15384615384615385,0.11538461538461539,0.3076923076923077,0.19230769230769232
1132901,2440,8,5,0,4,15,10,0.19047619047619047,0.11904761904761904,0.0,0.09523809523809523,0.35714285714285715,0.23809523809523808
1132902,2441,13,10,12,4,38,15,0.14130434782608695,0.10869565217391304,0.13043478260869565,0.043478260869565216,0.41304347826086957,0.16304347826086957
1132903,2442,14,9,2,8,55,28,0.1206896551724138,0.07758620689655173,0.017241379310344827,0.06896551724137931,0.47413793103448276,0.2413793103448276
1132913,2447,0,1,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0
113291,2448,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1133116,2570,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1133308,2596,17,8,9,3,45,17,0.1717171717171717,0.08080808080808081,0.09090909090909091,0.030303030303030304,0.45454545454545453,0.1717171717171717
1133314,2602,20,21,17,5,71,33,0.11976047904191617,0.12574850299401197,0.10179640718562874,0.029940119760479042,0.4251497005988024,0.19760479041916168
1133327,2610,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1133328,2611,0,0,1,0,0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
1212100,3038,32,10,8,3,57,29,0.2302158273381295,0.07194244604316546,0.05755395683453238,0.02158273381294964,0.41007194244604317,0.20863309352517986
1212101,3039,22,10,12,5,38,16,0.21359223300970873,0.0970873786407767,0.11650485436893204,0.04854368932038835,0.36893203883495146,0.1553398058252427
1212102,3040,80,23,12,13,86,59,0.29304029304029305,0.08424908424908426,0.04395604395604396,0.047619047619047616,0.315018315018315,0.21611721611721613
1212103,3041,46,10,8,9,65,31,0.27218934911242604,0.05917159763313609,0.047337278106508875,0.05325443786982249,0.38461538461538464,0.1834319526627219
1212109,3047,56,28,26,12,88,39,0.2248995983935743,0.11244979919678715,0.10441767068273092,0.04819277108433735,0.3534136546184739,0.1566265060240964
